rx_id,physician_id,drug_name,manufacturer,year,total_claims,total_day_supply,total_drug_cost_usd,received_payment,total_payment_usd
33708,NPI8172025648,Pradaxa,Boehringer Ingelheim,2023,13,324,2560.26286267361,0,0.0
33709,NPI8544805768,Otezla,Amgen,2021,159,3200,26250.388431997955,0,0.0
33710,NPI8544805768,Otezla,Amgen,2022,161,3200,30744.364437638156,0,0.0
33711,NPI8544805768,Otezla,Amgen,2023,174,3200,30698.6043712936,0,0.0
33712,NPI8544805768,Xeljanz,Pfizer,2021,74,5372,29609.45981713176,0,0.0
33713,NPI8544805768,Xeljanz,Pfizer,2022,60,5372,28657.86339209347,0,0.0
33714,NPI8544805768,Xeljanz,Pfizer,2023,75,5372,28677.516080166442,0,0.0
33715,NPI8544805768,Januvia,Merck,2021,306,26700,182775.84930990837,1,111916.62
33716,NPI8544805768,Januvia,Merck,2022,307,26700,203245.02521423378,1,111916.62
33717,NPI8544805768,Januvia,Merck,2023,334,26700,205022.69542188666,1,111916.62
33718,NPI8544805768,Opdivo,Bristol-Myers Squibb,2021,16,795,9214.539118210192,0,0.0
33719,NPI8544805768,Opdivo,Bristol-Myers Squibb,2022,15,795,8591.19526997746,0,0.0
33720,NPI8544805768,Opdivo,Bristol-Myers Squibb,2023,14,795,7507.641712100118,0,0.0
33721,NPI8544805768,Cosentyx,Novartis,2021,34,918,2016.4199533981216,0,0.0
33722,NPI8544805768,Cosentyx,Novartis,2022,29,918,2195.026264191765,0,0.0
33723,NPI8544805768,Cosentyx,Novartis,2023,32,918,2158.689907374517,0,0.0
33724,NPI7614487886,Pradaxa,Boehringer Ingelheim,2021,183,9499,47608.52362381373,0,0.0
33725,NPI7614487886,Pradaxa,Boehringer Ingelheim,2022,165,9499,53784.64390993457,0,0.0
33726,NPI7614487886,Pradaxa,Boehringer Ingelheim,2023,170,9499,45093.17141450659,0,0.0
33727,NPI7614487886,Xarelto,Johnson & Johnson,2021,207,18530,117927.84508567622,0,0.0
33728,NPI7614487886,Xarelto,Johnson & Johnson,2022,199,18530,151697.47860213448,0,0.0
33729,NPI7614487886,Xarelto,Johnson & Johnson,2023,229,18530,133410.45026362786,0,0.0
33730,NPI7614487886,Ofev,Boehringer Ingelheim,2021,85,6557,72223.41527686174,0,0.0
33731,NPI7614487886,Ofev,Boehringer Ingelheim,2022,82,6557,67073.57827259664,0,0.0
33732,NPI7614487886,Ofev,Boehringer Ingelheim,2023,88,6557,61627.24228220302,0,0.0
33733,NPI7614487886,Gardasil,Merck,2021,179,11620,80822.2883474334,0,0.0
33734,NPI7614487886,Gardasil,Merck,2022,163,11620,95097.19937207563,0,0.0
33735,NPI7614487886,Gardasil,Merck,2023,158,11620,95842.48463092753,0,0.0
33736,NPI7614487886,Keytruda,Merck,2021,72,1850,16853.436264397467,0,0.0
33737,NPI7614487886,Keytruda,Merck,2022,68,1850,16019.462506705357,0,0.0
33738,NPI7614487886,Keytruda,Merck,2023,75,1850,15155.000680335597,0,0.0
33739,NPI7614487886,Brilinta,AstraZeneca,2021,30,2001,15539.558449797058,0,0.0
33740,NPI7614487886,Brilinta,AstraZeneca,2022,25,2001,16183.696164874182,0,0.0
33741,NPI7614487886,Brilinta,AstraZeneca,2023,29,2001,14459.210704222896,0,0.0
33742,NPI4522466119,Eliquis,Pfizer,2021,31,1476,14900.327947581749,0,0.0
33743,NPI4522466119,Eliquis,Pfizer,2022,39,1476,16711.221436384625,0,0.0
33744,NPI4522466119,Eliquis,Pfizer,2023,38,1476,14104.182624268453,0,0.0
33745,NPI4522466119,Otezla,Amgen,2021,74,1824,8000.311847435921,0,0.0
33746,NPI4522466119,Otezla,Amgen,2022,73,1824,7287.976370431553,0,0.0
33747,NPI4522466119,Otezla,Amgen,2023,79,1824,6634.951138147666,0,0.0
33748,NPI4522466119,Keytruda,Merck,2021,39,1428,14069.554771725632,0,0.0
33749,NPI4522466119,Keytruda,Merck,2022,39,1428,13368.010192953221,0,0.0
33750,NPI4522466119,Keytruda,Merck,2023,40,1428,13330.779603134511,0,0.0
33751,NPI4522466119,Repatha,Amgen,2021,97,6264,44692.78392980629,0,0.0
33752,NPI4522466119,Repatha,Amgen,2022,117,6264,44106.94757951343,0,0.0
33753,NPI4522466119,Repatha,Amgen,2023,105,6264,45645.70719580684,0,0.0
33754,NPI4522466119,Revlimid,Bristol-Myers Squibb,2021,8,250,1959.8144076056424,0,0.0
33755,NPI4522466119,Revlimid,Bristol-Myers Squibb,2022,8,250,1951.2174607052134,0,0.0
33756,NPI4522466119,Revlimid,Bristol-Myers Squibb,2023,9,250,1794.224736345048,0,0.0
33757,NPI4522466119,Zolgensma,Novartis,2021,62,5670,42306.95434045143,0,0.0
33758,NPI4522466119,Zolgensma,Novartis,2022,74,5670,42638.362322296154,0,0.0
33759,NPI4522466119,Zolgensma,Novartis,2023,69,5670,43030.26901933287,0,0.0
33760,NPI8774734543,Jardiance,Boehringer Ingelheim,2021,98,6460,41230.72882835407,1,1141.99
33761,NPI8774734543,Jardiance,Boehringer Ingelheim,2022,97,6460,39897.432682869905,1,1141.99
33762,NPI8774734543,Jardiance,Boehringer Ingelheim,2023,95,6460,33082.544683834894,1,1141.99
33763,NPI8774734543,Lyrica,Pfizer,2021,9,684,2741.1635978216996,0,0.0
33764,NPI8774734543,Lyrica,Pfizer,2022,7,684,3444.6344964570603,0,0.0
33765,NPI8774734543,Lyrica,Pfizer,2023,10,684,2682.4350448958626,0,0.0
33766,NPI8774734543,Januvia,Merck,2021,62,2698,10497.376329734718,0,0.0
33767,NPI8774734543,Januvia,Merck,2022,65,2698,8848.956884233805,0,0.0
33768,NPI8774734543,Januvia,Merck,2023,63,2698,10112.00392711253,0,0.0
33769,NPI8774734543,Xarelto,Johnson & Johnson,2021,884,58016,637735.413685529,0,0.0
33770,NPI8774734543,Xarelto,Johnson & Johnson,2022,868,58016,531218.3562918429,0,0.0
33771,NPI8774734543,Xarelto,Johnson & Johnson,2023,881,58016,552085.6017007402,0,0.0
33772,NPI8774734543,Trulicity,Eli Lilly,2021,133,4321,8438.235978816794,0,0.0
33773,NPI8774734543,Trulicity,Eli Lilly,2022,167,4321,8401.842907863811,0,0.0
33774,NPI8774734543,Trulicity,Eli Lilly,2023,158,4321,9819.57536915351,0,0.0
33775,NPI7678447779,Rinvoq,AbbVie,2021,143,10241,86487.77619453402,0,0.0
33776,NPI7678447779,Rinvoq,AbbVie,2022,146,10241,104533.76918256405,0,0.0
33777,NPI7678447779,Rinvoq,AbbVie,2023,146,10241,105231.73639679729,0,0.0
33778,NPI7678447779,Januvia,Merck,2021,134,10665,52927.914140998255,0,0.0
33779,NPI7678447779,Januvia,Merck,2022,144,10665,54365.88199405441,0,0.0
33780,NPI7678447779,Januvia,Merck,2023,119,10665,46684.89184963317,0,0.0
33781,NPI7688362989,Trulicity,Eli Lilly,2021,71,2550,12217.452303820983,0,0.0
33782,NPI7688362989,Trulicity,Eli Lilly,2022,83,2550,13297.502362150039,0,0.0
33783,NPI7688362989,Trulicity,Eli Lilly,2023,77,2550,14165.733222273893,0,0.0
33784,NPI7688362989,Taltz,Eli Lilly,2021,46,4374,45025.84853066354,0,0.0
33785,NPI7688362989,Taltz,Eli Lilly,2022,50,4374,41292.873338759484,0,0.0
33786,NPI7688362989,Taltz,Eli Lilly,2023,53,4374,44681.446383817834,0,0.0
33787,NPI7688362989,Jardiance,Boehringer Ingelheim,2021,125,2898,20175.91414438016,0,0.0
33788,NPI7688362989,Jardiance,Boehringer Ingelheim,2022,153,2898,20326.179212301337,0,0.0
33789,NPI7688362989,Jardiance,Boehringer Ingelheim,2023,133,2898,19564.741638897685,0,0.0
33790,NPI9114168943,Keytruda,Merck,2021,302,8679,59514.00527787377,0,0.0
33791,NPI9114168943,Keytruda,Merck,2022,302,8679,52290.91173989866,0,0.0
33792,NPI9114168943,Keytruda,Merck,2023,234,8679,51677.25757701495,0,0.0
33793,NPI9114168943,Opdivo,Bristol-Myers Squibb,2021,172,11122,144179.02339534482,0,0.0
33794,NPI9114168943,Opdivo,Bristol-Myers Squibb,2022,141,11122,124491.92998600767,0,0.0
33795,NPI9114168943,Opdivo,Bristol-Myers Squibb,2023,143,11122,138445.98678924952,0,0.0
33796,NPI9114168943,Xarelto,Johnson & Johnson,2021,53,2542,25653.5420752633,0,0.0
33797,NPI9114168943,Xarelto,Johnson & Johnson,2022,53,2542,27183.245899795365,0,0.0
33798,NPI9114168943,Xarelto,Johnson & Johnson,2023,67,2542,21584.659868715975,0,0.0
33799,NPI6387971251,Zolgensma,Novartis,2021,189,6222,57457.30799712165,0,0.0
33800,NPI6387971251,Zolgensma,Novartis,2022,210,6222,69382.02461623945,0,0.0
33801,NPI6387971251,Zolgensma,Novartis,2023,167,6222,55056.29246851004,0,0.0
33802,NPI6387971251,Imbruvica,AbbVie,2021,340,29841,70083.74064303044,1,443.57
33803,NPI6387971251,Imbruvica,AbbVie,2022,323,29841,84644.230167076,1,443.57
33804,NPI6387971251,Imbruvica,AbbVie,2023,371,29841,74659.02116813493,1,443.57
33805,NPI6387971251,Enbrel,Amgen,2021,44,1911,24616.821442538414,0,0.0
33806,NPI6387971251,Enbrel,Amgen,2022,34,1911,18518.408551288256,0,0.0
33807,NPI6387971251,Enbrel,Amgen,2023,38,1911,21164.218585339873,0,0.0
33808,NPI6387971251,Pradaxa,Boehringer Ingelheim,2021,86,7600,15566.563180552073,0,0.0
33809,NPI6387971251,Pradaxa,Boehringer Ingelheim,2022,100,7600,14522.664342309115,0,0.0
33810,NPI6387971251,Pradaxa,Boehringer Ingelheim,2023,81,7600,12079.052096713032,0,0.0
33811,NPI6387971251,Eliquis,Pfizer,2021,24,1664,22021.494028622845,0,0.0
33812,NPI6387971251,Eliquis,Pfizer,2022,24,1664,20095.88879358683,0,0.0
33813,NPI6387971251,Eliquis,Pfizer,2023,27,1664,19014.183545548723,0,0.0
33814,NPI6387971251,Januvia,Merck,2021,32,1672,16949.686344001144,0,0.0
33815,NPI6387971251,Januvia,Merck,2022,33,1672,13792.101315105514,0,0.0
33816,NPI6387971251,Januvia,Merck,2023,43,1672,15284.815718249783,0,0.0
33817,NPI6387971251,Xeljanz,Pfizer,2021,167,11200,83348.87655497505,0,0.0
33818,NPI6387971251,Xeljanz,Pfizer,2022,164,11200,95818.95020048913,0,0.0
33819,NPI6387971251,Xeljanz,Pfizer,2023,141,11200,88522.08652331501,0,0.0
33820,NPI5757169869,Revlimid,Bristol-Myers Squibb,2021,50,1275,7279.425390930978,0,0.0
33821,NPI5757169869,Revlimid,Bristol-Myers Squibb,2022,44,1275,8007.08877464819,0,0.0
33822,NPI5757169869,Revlimid,Bristol-Myers Squibb,2023,49,1275,8093.510117058911,0,0.0
33823,NPI5757169869,Ofev,Boehringer Ingelheim,2021,59,2880,30745.844446368315,0,0.0
33824,NPI5757169869,Ofev,Boehringer Ingelheim,2022,68,2880,25335.01358271793,0,0.0
33825,NPI5757169869,Ofev,Boehringer Ingelheim,2023,67,2880,24122.67959514707,0,0.0
33826,NPI5757169869,Jardiance,Boehringer Ingelheim,2021,284,21574,71783.84658634437,0,0.0
33827,NPI5757169869,Jardiance,Boehringer Ingelheim,2022,336,21574,63974.62608714765,0,0.0
33828,NPI5757169869,Jardiance,Boehringer Ingelheim,2023,366,21574,64281.969577869844,0,0.0
33829,NPI5757169869,Opdivo,Bristol-Myers Squibb,2021,67,5124,12340.221561755394,1,14.94
33830,NPI5757169869,Opdivo,Bristol-Myers Squibb,2022,62,5124,13188.076326886878,1,14.94
33831,NPI5757169869,Opdivo,Bristol-Myers Squibb,2023,55,5124,13005.757558984516,1,14.94
33832,NPI5757169869,Invega,Johnson & Johnson,2021,568,41085,462061.57948573446,0,0.0
33833,NPI5757169869,Invega,Johnson & Johnson,2022,451,41085,442567.8582999255,0,0.0
33834,NPI5757169869,Invega,Johnson & Johnson,2023,500,41085,443435.40044519026,0,0.0
33835,NPI5757169869,Taltz,Eli Lilly,2021,14,546,4151.266683422839,0,0.0
33836,NPI5757169869,Taltz,Eli Lilly,2022,14,546,3692.6659437188996,0,0.0
33837,NPI5757169869,Taltz,Eli Lilly,2023,13,546,4228.778769005068,0,0.0
33838,NPI9011463017,Humira,AbbVie,2021,159,4970,36046.14827422245,0,0.0
33839,NPI9011463017,Humira,AbbVie,2022,156,4970,38981.76933022626,0,0.0
33840,NPI9011463017,Humira,AbbVie,2023,136,4970,38728.11072754203,0,0.0
33841,NPI9011463017,Trulicity,Eli Lilly,2021,36,918,10045.6702793692,0,0.0
33842,NPI9011463017,Trulicity,Eli Lilly,2022,29,918,9869.16837261935,0,0.0
33843,NPI9011463017,Trulicity,Eli Lilly,2023,29,918,10103.780468457768,0,0.0
33844,NPI9011463017,Taltz,Eli Lilly,2021,222,8325,72508.77320681866,0,0.0
33845,NPI9011463017,Taltz,Eli Lilly,2022,221,8325,70612.77997075702,0,0.0
33846,NPI9011463017,Taltz,Eli Lilly,2023,221,8325,76463.07519398844,0,0.0
33847,NPI5090155553,Otezla,Amgen,2021,75,2088,20292.36134823842,0,0.0
33848,NPI5090155553,Otezla,Amgen,2022,91,2088,18601.52068891392,0,0.0
33849,NPI5090155553,Otezla,Amgen,2023,98,2088,16463.776433789073,0,0.0
33850,NPI5090155553,Xarelto,Johnson & Johnson,2021,44,880,3490.657262071958,0,0.0
33851,NPI5090155553,Xarelto,Johnson & Johnson,2022,39,880,4153.391624989314,0,0.0
33852,NPI5090155553,Xarelto,Johnson & Johnson,2023,40,880,4053.0816893005904,0,0.0
33853,NPI5090155553,Imbruvica,AbbVie,2021,52,1242,13323.974084351656,0,0.0
33854,NPI5090155553,Imbruvica,AbbVie,2022,55,1242,12823.051771614388,0,0.0
33855,NPI5090155553,Imbruvica,AbbVie,2023,52,1242,14026.490609570666,0,0.0
33856,NPI5090155553,Brilinta,AstraZeneca,2021,10,960,3529.8836780640104,1,21.83
33857,NPI5090155553,Brilinta,AstraZeneca,2022,10,960,3569.978608149911,1,21.83
33858,NPI5090155553,Brilinta,AstraZeneca,2023,12,960,3071.8793137799535,1,21.83
33859,NPI8304136263,Ofev,Boehringer Ingelheim,2021,94,8000,80711.26075653266,0,0.0
33860,NPI8304136263,Ofev,Boehringer Ingelheim,2022,112,8000,107812.7071524975,0,0.0
33861,NPI8304136263,Ofev,Boehringer Ingelheim,2023,109,8000,89079.99566871153,0,0.0
33862,NPI8304136263,Xarelto,Johnson & Johnson,2021,385,14580,56250.30564856639,0,0.0
33863,NPI8304136263,Xarelto,Johnson & Johnson,2022,385,14580,55032.85307579471,0,0.0
33864,NPI8304136263,Xarelto,Johnson & Johnson,2023,355,14580,47545.27055993839,0,0.0
33865,NPI8304136263,Otezla,Amgen,2021,141,13973,22919.174213139577,0,0.0
33866,NPI8304136263,Otezla,Amgen,2022,156,13973,19358.29809910977,0,0.0
33867,NPI8304136263,Otezla,Amgen,2023,171,13973,20187.919413995154,0,0.0
33868,NPI8304136263,Stelara,Johnson & Johnson,2021,733,57256,350268.5638137059,0,0.0
33869,NPI8304136263,Stelara,Johnson & Johnson,2022,793,57256,407628.6516402044,0,0.0
33870,NPI8304136263,Stelara,Johnson & Johnson,2023,779,57256,327766.495253767,0,0.0
33871,NPI1484617243,Verzenio,Eli Lilly,2021,76,5478,57362.24018323406,0,0.0
33872,NPI1484617243,Verzenio,Eli Lilly,2022,91,5478,48913.26167943205,0,0.0
33873,NPI1484617243,Verzenio,Eli Lilly,2023,73,5478,53234.07820481133,0,0.0
33874,NPI1484617243,Repatha,Amgen,2021,15,1022,4394.309088554248,0,0.0
33875,NPI1484617243,Repatha,Amgen,2022,13,1022,4754.255015334212,0,0.0
33876,NPI1484617243,Repatha,Amgen,2023,16,1022,4346.823150000039,0,0.0
33877,NPI1484617243,Otezla,Amgen,2021,317,15290,193923.1181232152,0,0.0
33878,NPI1484617243,Otezla,Amgen,2022,288,15290,154477.47697141662,0,0.0
33879,NPI1484617243,Otezla,Amgen,2023,244,15290,184607.94070737125,0,0.0
33880,NPI1484617243,Lyrica,Pfizer,2021,56,2322,8696.80511186879,0,0.0
33881,NPI1484617243,Lyrica,Pfizer,2022,46,2322,7779.714382318555,0,0.0
33882,NPI1484617243,Lyrica,Pfizer,2023,47,2322,6989.002474253017,0,0.0
33883,NPI1484617243,Ofev,Boehringer Ingelheim,2021,71,5394,31408.53529379915,0,0.0
33884,NPI1484617243,Ofev,Boehringer Ingelheim,2022,61,5394,24464.75867775845,0,0.0
33885,NPI1484617243,Ofev,Boehringer Ingelheim,2023,55,5394,25394.368160103033,0,0.0
33886,NPI1011609500,Pradaxa,Boehringer Ingelheim,2021,56,2494,10881.224408976666,0,0.0
33887,NPI1011609500,Pradaxa,Boehringer Ingelheim,2022,55,2494,12008.722893187023,0,0.0
33888,NPI1011609500,Pradaxa,Boehringer Ingelheim,2023,50,2494,10742.847731615568,0,0.0
33889,NPI1011609500,Repatha,Amgen,2021,298,15776,98087.24117873177,0,0.0
33890,NPI1011609500,Repatha,Amgen,2022,299,15776,96984.5547196593,0,0.0
33891,NPI1011609500,Repatha,Amgen,2023,250,15776,98376.00341104492,0,0.0
33892,NPI1011609500,Ofev,Boehringer Ingelheim,2021,81,3320,24718.85437629761,0,0.0
33893,NPI1011609500,Ofev,Boehringer Ingelheim,2022,94,3320,25371.578222389406,0,0.0
33894,NPI1011609500,Ofev,Boehringer Ingelheim,2023,79,3320,23406.61573202475,0,0.0
33895,NPI5754632405,Enbrel,Amgen,2021,99,3450,16159.9016394529,0,0.0
33896,NPI5754632405,Enbrel,Amgen,2022,121,3450,16966.581552659187,0,0.0
33897,NPI5754632405,Enbrel,Amgen,2023,103,3450,15370.529997279818,0,0.0
33898,NPI5754632405,Invega,Johnson & Johnson,2021,74,3600,14628.051800092382,0,0.0
33899,NPI5754632405,Invega,Johnson & Johnson,2022,82,3600,16694.47373943714,0,0.0
33900,NPI5754632405,Invega,Johnson & Johnson,2023,65,3600,15124.215392953456,0,0.0
33901,NPI5754632405,Ofev,Boehringer Ingelheim,2021,51,3705,41981.9639993045,0,0.0
33902,NPI5754632405,Ofev,Boehringer Ingelheim,2022,51,3705,37515.24509688885,0,0.0
33903,NPI5754632405,Ofev,Boehringer Ingelheim,2023,63,3705,34948.1974391254,0,0.0
33904,NPI5754632405,Xarelto,Johnson & Johnson,2021,52,4543,8050.797486762114,0,0.0
33905,NPI5754632405,Xarelto,Johnson & Johnson,2022,53,4543,6287.690105469024,0,0.0
33906,NPI5754632405,Xarelto,Johnson & Johnson,2023,57,4543,7307.767440854896,0,0.0
33907,NPI5754632405,Xeljanz,Pfizer,2021,96,2871,31807.861826981534,0,0.0
33908,NPI5754632405,Xeljanz,Pfizer,2022,97,2871,29802.974220925284,0,0.0
33909,NPI5754632405,Xeljanz,Pfizer,2023,78,2871,33369.94790622536,0,0.0
33910,NPI5754632405,Zolgensma,Novartis,2021,85,6776,47705.22818233993,0,0.0
33911,NPI5754632405,Zolgensma,Novartis,2022,74,6776,43600.18134934059,0,0.0
33912,NPI5754632405,Zolgensma,Novartis,2023,68,6776,47327.125074334814,0,0.0
33913,NPI5754632405,Verzenio,Eli Lilly,2021,30,2268,15936.62597718174,0,0.0
33914,NPI5754632405,Verzenio,Eli Lilly,2022,31,2268,12523.665417441565,0,0.0
33915,NPI5754632405,Verzenio,Eli Lilly,2023,39,2268,14925.030429442539,0,0.0
33916,NPI1662507044,Lyrica,Pfizer,2021,284,6888,21956.127376995344,0,0.0
33917,NPI1662507044,Lyrica,Pfizer,2022,359,6888,24232.163049511448,0,0.0
33918,NPI1662507044,Lyrica,Pfizer,2023,336,6888,20633.62932458764,0,0.0
33919,NPI1662507044,Invega,Johnson & Johnson,2021,211,5275,34516.41086361667,0,0.0
33920,NPI1662507044,Invega,Johnson & Johnson,2022,188,5275,36626.04674739633,0,0.0
33921,NPI1662507044,Invega,Johnson & Johnson,2023,183,5275,35522.27195905594,0,0.0
33922,NPI1662507044,Gardasil,Merck,2021,252,5675,29950.254157085295,0,0.0
33923,NPI1662507044,Gardasil,Merck,2022,232,5675,29481.423812715024,0,0.0
33924,NPI1662507044,Gardasil,Merck,2023,219,5675,28641.63031650888,0,0.0
33925,NPI1662507044,Jardiance,Boehringer Ingelheim,2021,186,12948,74217.23779818087,0,0.0
33926,NPI1662507044,Jardiance,Boehringer Ingelheim,2022,167,12948,68677.0582878772,0,0.0
33927,NPI1662507044,Jardiance,Boehringer Ingelheim,2023,158,12948,68122.05349771856,0,0.0
33928,NPI1662507044,Farxiga,AstraZeneca,2021,22,1679,4772.030178931932,0,0.0
33929,NPI1662507044,Farxiga,AstraZeneca,2022,22,1679,5260.946194946913,0,0.0
33930,NPI1662507044,Farxiga,AstraZeneca,2023,23,1679,4521.303817658776,0,0.0
33931,NPI1662507044,Humira,AbbVie,2021,126,9048,63155.82236621844,0,0.0
33932,NPI1662507044,Humira,AbbVie,2022,105,9048,50674.64867744428,0,0.0
33933,NPI1662507044,Humira,AbbVie,2023,131,9048,56072.1057580609,0,0.0
33934,NPI9788887120,Invega,Johnson & Johnson,2021,54,2145,7478.817184886941,0,0.0
33935,NPI9788887120,Invega,Johnson & Johnson,2022,52,2145,7108.154109414136,0,0.0
33936,NPI9788887120,Invega,Johnson & Johnson,2023,52,2145,7383.295385909108,0,0.0
33937,NPI9788887120,Humira,AbbVie,2021,58,5184,56070.961932164784,0,0.0
33938,NPI9788887120,Humira,AbbVie,2022,65,5184,66424.39483671427,0,0.0
33939,NPI9788887120,Humira,AbbVie,2023,67,5184,52861.14413030538,0,0.0
33940,NPI9788887120,Zolgensma,Novartis,2021,34,2844,23666.939528579045,0,0.0
33941,NPI9788887120,Zolgensma,Novartis,2022,38,2844,25432.17477908713,0,0.0
33942,NPI9788887120,Zolgensma,Novartis,2023,36,2844,26566.994759904646,0,0.0
33943,NPI9788887120,Xarelto,Johnson & Johnson,2021,12,325,1300.246808344845,0,0.0
33944,NPI9788887120,Xarelto,Johnson & Johnson,2022,13,325,1147.179924499963,0,0.0
33945,NPI9788887120,Xarelto,Johnson & Johnson,2023,13,325,1438.880168026252,0,0.0
33946,NPI1049510566,Cosentyx,Novartis,2021,159,9729,24367.010012556853,0,0.0
33947,NPI1049510566,Cosentyx,Novartis,2022,140,9729,24342.56389469055,0,0.0
33948,NPI1049510566,Cosentyx,Novartis,2023,124,9729,25894.262761773003,0,0.0
33949,NPI1049510566,Imbruvica,AbbVie,2021,23,1890,4288.556903714066,0,0.0
33950,NPI1049510566,Imbruvica,AbbVie,2022,23,1890,4168.629280686838,0,0.0
33951,NPI1049510566,Imbruvica,AbbVie,2023,29,1890,3550.247970575312,0,0.0
33952,NPI1049510566,Gardasil,Merck,2021,94,5358,12875.450246274178,0,0.0
33953,NPI1049510566,Gardasil,Merck,2022,106,5358,10514.05786318506,0,0.0
33954,NPI1049510566,Gardasil,Merck,2023,93,5358,11611.3305122632,0,0.0
33955,NPI1049510566,Entresto,Novartis,2021,24,1606,9277.259657202187,0,0.0
33956,NPI1049510566,Entresto,Novartis,2022,18,1606,8813.433137103126,0,0.0
33957,NPI1049510566,Entresto,Novartis,2023,23,1606,10954.64434058287,0,0.0
33958,NPI1049510566,Trulicity,Eli Lilly,2021,48,2736,21169.80139858828,0,0.0
33959,NPI1049510566,Trulicity,Eli Lilly,2022,55,2736,22970.445975853014,0,0.0
33960,NPI1049510566,Trulicity,Eli Lilly,2023,47,2736,25278.533208692028,0,0.0
33961,NPI1049510566,Ofev,Boehringer Ingelheim,2021,35,1036,1822.3094669625375,0,0.0
33962,NPI1049510566,Ofev,Boehringer Ingelheim,2022,37,1036,1679.9512617039213,0,0.0
33963,NPI1049510566,Ofev,Boehringer Ingelheim,2023,38,1036,1772.1124714525276,0,0.0
33964,NPI1049510566,Keytruda,Merck,2021,51,2700,28422.775622269757,0,0.0
33965,NPI1049510566,Keytruda,Merck,2022,40,2700,28450.279976023132,0,0.0
33966,NPI1049510566,Keytruda,Merck,2023,46,2700,26734.339655194246,0,0.0
33967,NPI7463346727,Symbicort,AstraZeneca,2021,91,3392,23947.045134197666,0,0.0
33968,NPI7463346727,Symbicort,AstraZeneca,2022,110,3392,20384.445550038396,0,0.0
33969,NPI7463346727,Symbicort,AstraZeneca,2023,108,3392,23104.528909297296,0,0.0
33970,NPI7463346727,Ofev,Boehringer Ingelheim,2021,140,9271,24457.026596543325,0,0.0
33971,NPI7463346727,Ofev,Boehringer Ingelheim,2022,123,9271,28547.579706178967,0,0.0
33972,NPI7463346727,Ofev,Boehringer Ingelheim,2023,115,9271,24906.98901156942,0,0.0
33973,NPI3190462261,Verzenio,Eli Lilly,2021,73,6966,69353.51807706275,0,0.0
33974,NPI3190462261,Verzenio,Eli Lilly,2022,86,6966,75839.97554075209,0,0.0
33975,NPI3190462261,Verzenio,Eli Lilly,2023,88,6966,77920.19645275902,0,0.0
33976,NPI3190462261,Lyrica,Pfizer,2021,224,20400,200067.46946939963,0,0.0
33977,NPI3190462261,Lyrica,Pfizer,2022,235,20400,187647.67214110866,0,0.0
33978,NPI3190462261,Lyrica,Pfizer,2023,220,20400,200634.34156784124,0,0.0
33979,NPI3190462261,Taltz,Eli Lilly,2021,78,3243,29038.890578193786,0,0.0
33980,NPI3190462261,Taltz,Eli Lilly,2022,77,3243,32572.586849581192,0,0.0
33981,NPI3190462261,Taltz,Eli Lilly,2023,67,3243,31542.520408049564,0,0.0
33982,NPI3190462261,Stelara,Johnson & Johnson,2021,170,5122,56518.14552446786,0,0.0
33983,NPI3190462261,Stelara,Johnson & Johnson,2022,203,5122,54213.27614428289,0,0.0
33984,NPI3190462261,Stelara,Johnson & Johnson,2023,216,5122,54468.597882698756,0,0.0
33985,NPI3190462261,Jardiance,Boehringer Ingelheim,2021,40,2967,29477.13641262385,0,0.0
33986,NPI3190462261,Jardiance,Boehringer Ingelheim,2022,43,2967,23781.040348590675,0,0.0
33987,NPI3190462261,Jardiance,Boehringer Ingelheim,2023,40,2967,30335.42767225534,0,0.0
33988,NPI3190462261,Keytruda,Merck,2021,17,513,1259.85266391439,0,0.0
33989,NPI3190462261,Keytruda,Merck,2022,16,513,1313.7141829135405,0,0.0
33990,NPI3190462261,Keytruda,Merck,2023,20,513,1187.028176408836,0,0.0
33991,NPI9707968046,Ofev,Boehringer Ingelheim,2021,106,8811,38783.15734485583,0,0.0
33992,NPI9707968046,Ofev,Boehringer Ingelheim,2022,101,8811,39316.931389927355,0,0.0
33993,NPI9707968046,Ofev,Boehringer Ingelheim,2023,105,8811,39037.14635391655,0,0.0
33994,NPI9707968046,Brilinta,AstraZeneca,2021,379,25500,79646.96630797436,0,0.0
33995,NPI9707968046,Brilinta,AstraZeneca,2022,419,25500,78144.96701989793,0,0.0
33996,NPI9707968046,Brilinta,AstraZeneca,2023,352,25500,76558.29528503897,0,0.0
33997,NPI4433874855,Xarelto,Johnson & Johnson,2021,67,4900,26010.717793969197,0,0.0
33998,NPI4433874855,Xarelto,Johnson & Johnson,2022,63,4900,21947.408492897684,0,0.0
33999,NPI4433874855,Xarelto,Johnson & Johnson,2023,76,4900,25232.744527580806,0,0.0
34000,NPI4433874855,Pradaxa,Boehringer Ingelheim,2021,85,2870,22384.37228344727,0,0.0
34001,NPI4433874855,Pradaxa,Boehringer Ingelheim,2022,85,2870,24272.411378809815,0,0.0
34002,NPI4433874855,Pradaxa,Boehringer Ingelheim,2023,79,2870,23172.063356209608,0,0.0
34003,NPI4433874855,Verzenio,Eli Lilly,2021,26,2640,6579.351918217022,0,0.0
34004,NPI4433874855,Verzenio,Eli Lilly,2022,32,2640,6853.093712148302,0,0.0
34005,NPI4433874855,Verzenio,Eli Lilly,2023,32,2640,5975.59273034327,0,0.0
