payment_id,physician_id,company,drug_name,category,amount_usd,year
8308,NPI1733355821,Boehringer Ingelheim,Pradaxa,Food and Beverage,8.52,2023
8309,NPI1733355821,Boehringer Ingelheim,Pradaxa,Education,1908.82,2022
8310,NPI1733355821,Boehringer Ingelheim,Ofev,Consulting Fee,3939.68,2022
8311,NPI1733355821,Boehringer Ingelheim,Pradaxa,Food and Beverage,35.91,2021
8312,NPI8188558652,Merck,Keytruda,Food and Beverage,15.29,2020
8313,NPI8188558652,Novartis,Zolgensma,Food and Beverage,19.65,2020
8314,NPI8188558652,Merck,Keytruda,Speaker Fee,2585.49,2021
8315,NPI8188558652,Merck,Keytruda,Food and Beverage,48.0,2020
8316,NPI8188558652,Merck,Januvia,Food and Beverage,23.09,2021
8317,NPI8188558652,Novartis,Cosentyx,Food and Beverage,13.57,2021
8318,NPI8966533898,Novartis,Zolgensma,Food and Beverage,13.48,2022
8319,NPI8966533898,Boehringer Ingelheim,Pradaxa,Food and Beverage,11.78,2020
8320,NPI8966533898,Novartis,Entresto,Food and Beverage,15.46,2021
8321,NPI8966533898,Boehringer Ingelheim,Ofev,Education,532.38,2023
8322,NPI8966533898,Boehringer Ingelheim,Jardiance,Food and Beverage,39.36,2021
8323,NPI8966533898,Novartis,Entresto,Food and Beverage,6.04,2021
8324,NPI8966533898,Boehringer Ingelheim,Ofev,Food and Beverage,44.49,2022
8325,NPI8966533898,Novartis,Entresto,Food and Beverage,12.13,2022
8326,NPI8966533898,Boehringer Ingelheim,Pradaxa,Food and Beverage,18.42,2023
8327,NPI8966533898,Novartis,Cosentyx,Food and Beverage,21.45,2021
8328,NPI8966533898,AstraZeneca,Symbicort,Food and Beverage,27.66,2023
8329,NPI8966533898,Novartis,Cosentyx,Speaker Fee,2238.87,2023
8330,NPI8966533898,AstraZeneca,Farxiga,Food and Beverage,9.78,2020
8331,NPI8966533898,Boehringer Ingelheim,Jardiance,Food and Beverage,7.48,2023
8332,NPI8966533898,Boehringer Ingelheim,Ofev,Food and Beverage,14.33,2023
8333,NPI8966533898,AstraZeneca,Symbicort,Consulting Fee,6073.19,2022
8334,NPI8966533898,Boehringer Ingelheim,Pradaxa,Speaker Fee,2189.36,2021
8335,NPI8966533898,AstraZeneca,Symbicort,Consulting Fee,3276.38,2022
8336,NPI8966533898,AstraZeneca,Farxiga,Education,505.6,2022
8337,NPI8966533898,AstraZeneca,Symbicort,Speaker Fee,1979.8,2019
8338,NPI8966533898,AstraZeneca,Brilinta,Consulting Fee,1634.74,2022
8339,NPI8966533898,Novartis,Zolgensma,Consulting Fee,6491.06,2021
8340,NPI8966533898,AstraZeneca,Symbicort,Research,9364.64,2020
8341,NPI8966533898,Novartis,Cosentyx,Consulting Fee,1096.12,2023
8342,NPI8966533898,Boehringer Ingelheim,Ofev,Food and Beverage,21.06,2023
8343,NPI8966533898,Novartis,Entresto,Food and Beverage,36.2,2021
8344,NPI8966533898,Novartis,Cosentyx,Food and Beverage,40.52,2019
8345,NPI8966533898,Novartis,Cosentyx,Travel and Lodging,240.87,2019
8346,NPI8966533898,Boehringer Ingelheim,Ofev,Food and Beverage,3.75,2022
8347,NPI8966533898,AstraZeneca,Farxiga,Consulting Fee,3513.98,2022
8348,NPI8966533898,AstraZeneca,Symbicort,Food and Beverage,51.13,2022
8349,NPI8966533898,Novartis,Zolgensma,Food and Beverage,90.38,2023
8350,NPI8966533898,Boehringer Ingelheim,Ofev,Food and Beverage,19.5,2021
8351,NPI8966533898,AstraZeneca,Brilinta,Food and Beverage,26.92,2019
8352,NPI8966533898,Boehringer Ingelheim,Ofev,Food and Beverage,17.7,2019
8353,NPI8966533898,AstraZeneca,Brilinta,Travel and Lodging,51.39,2019
8354,NPI8966533898,Boehringer Ingelheim,Ofev,Research,13538.09,2023
8355,NPI8966533898,Boehringer Ingelheim,Jardiance,Food and Beverage,43.37,2022
8356,NPI8966533898,AstraZeneca,Symbicort,Food and Beverage,15.12,2023
8357,NPI8966533898,Boehringer Ingelheim,Ofev,Consulting Fee,641.91,2020
8358,NPI8966533898,Novartis,Cosentyx,Travel and Lodging,157.51,2022
8359,NPI4722942435,AbbVie,Humira,Speaker Fee,6671.07,2023
8360,NPI3190197285,AstraZeneca,Brilinta,Food and Beverage,10.96,2020
8361,NPI3190197285,AbbVie,Humira,Food and Beverage,14.62,2019
8362,NPI3190197285,Amgen,Enbrel,Food and Beverage,47.24,2022
8363,NPI3190197285,AbbVie,Rinvoq,Food and Beverage,15.53,2021
8364,NPI1395745013,Novartis,Entresto,Food and Beverage,13.34,2021
8365,NPI1395745013,Pfizer,Xeljanz,Food and Beverage,5.46,2021
8366,NPI1395745013,Novartis,Zolgensma,Food and Beverage,9.56,2021
8367,NPI1395745013,Johnson & Johnson,Invega,Food and Beverage,23.59,2022
8368,NPI1395745013,Johnson & Johnson,Invega,Food and Beverage,36.2,2021
8369,NPI1395745013,Johnson & Johnson,Invega,Food and Beverage,76.82,2023
8370,NPI1395745013,Pfizer,Xeljanz,Consulting Fee,3237.59,2023
8371,NPI1395745013,Novartis,Zolgensma,Food and Beverage,15.53,2023
8372,NPI1395745013,Pfizer,Eliquis,Food and Beverage,4.14,2021
8373,NPI1395745013,Johnson & Johnson,Invega,Food and Beverage,11.64,2021
8374,NPI1395745013,Novartis,Cosentyx,Consulting Fee,826.91,2019
8375,NPI1395745013,Novartis,Entresto,Travel and Lodging,578.39,2023
8376,NPI1395745013,Novartis,Cosentyx,Food and Beverage,19.19,2019
8377,NPI1395745013,Pfizer,Lyrica,Consulting Fee,842.96,2023
8378,NPI1395745013,Johnson & Johnson,Invega,Research,20581.65,2020
8379,NPI1395745013,Novartis,Cosentyx,Speaker Fee,2402.65,2023
8380,NPI1395745013,Johnson & Johnson,Xarelto,Food and Beverage,14.3,2022
8381,NPI6319745396,Merck,Januvia,Research,30754.92,2021
8382,NPI6319745396,Merck,Keytruda,Speaker Fee,1304.74,2019
8383,NPI9188825414,Boehringer Ingelheim,Jardiance,Food and Beverage,24.43,2021
8384,NPI7100992229,Novartis,Zolgensma,Food and Beverage,28.27,2023
8385,NPI6785994917,AstraZeneca,Symbicort,Speaker Fee,6335.79,2021
8386,NPI6785994917,Novartis,Entresto,Food and Beverage,6.66,2019
8387,NPI6785994917,Eli Lilly,Taltz,Food and Beverage,10.3,2021
8388,NPI6785994917,Eli Lilly,Verzenio,Speaker Fee,3782.27,2022
8389,NPI6785994917,Eli Lilly,Verzenio,Food and Beverage,38.48,2022
8390,NPI6785994917,Novartis,Zolgensma,Food and Beverage,20.33,2021
8391,NPI6785994917,Novartis,Entresto,Food and Beverage,18.79,2019
8392,NPI6785994917,Novartis,Entresto,Food and Beverage,11.91,2021
8393,NPI6785994917,Novartis,Entresto,Consulting Fee,318.82,2022
8394,NPI6785994917,Eli Lilly,Taltz,Food and Beverage,13.45,2022
8395,NPI6785994917,Novartis,Zolgensma,Food and Beverage,8.31,2021
8396,NPI6785994917,AstraZeneca,Symbicort,Food and Beverage,6.88,2022
8397,NPI6785994917,Eli Lilly,Taltz,Food and Beverage,38.86,2022
8398,NPI8488615666,Merck,Keytruda,Food and Beverage,29.16,2019
8399,NPI8488615666,AstraZeneca,Farxiga,Food and Beverage,13.8,2023
8400,NPI8488615666,Merck,Januvia,Food and Beverage,12.54,2019
8401,NPI8488615666,Merck,Keytruda,Food and Beverage,13.5,2021
8402,NPI8488615666,Merck,Keytruda,Food and Beverage,19.83,2023
8403,NPI8488615666,AstraZeneca,Brilinta,Travel and Lodging,71.65,2022
8404,NPI5282470533,Pfizer,Eliquis,Food and Beverage,13.04,2023
8405,NPI4136551107,Novartis,Zolgensma,Food and Beverage,4.67,2022
8406,NPI6246897632,Eli Lilly,Trulicity,Food and Beverage,38.27,2023
8407,NPI5182177758,AbbVie,Humira,Food and Beverage,8.87,2022
8408,NPI5182177758,Bristol-Myers Squibb,Opdivo,Grant,14492.69,2022
8409,NPI5182177758,Johnson & Johnson,Stelara,Food and Beverage,34.59,2019
8410,NPI5182177758,AbbVie,Imbruvica,Food and Beverage,9.62,2023
8411,NPI5182177758,AbbVie,Rinvoq,Food and Beverage,14.82,2022
8412,NPI5182177758,Johnson & Johnson,Xarelto,Food and Beverage,111.38,2022
8413,NPI5182177758,AbbVie,Rinvoq,Food and Beverage,27.93,2022
8414,NPI5182177758,AbbVie,Imbruvica,Food and Beverage,14.76,2019
8415,NPI5182177758,AbbVie,Humira,Travel and Lodging,373.39,2023
8416,NPI5182177758,Bristol-Myers Squibb,Revlimid,Consulting Fee,1106.48,2021
8417,NPI5182177758,AbbVie,Humira,Food and Beverage,3.43,2021
8418,NPI5182177758,Johnson & Johnson,Xarelto,Gift,136.55,2021
8419,NPI9794007283,Amgen,Enbrel,Consulting Fee,1401.85,2019
8420,NPI9794007283,Amgen,Otezla,Food and Beverage,43.02,2023
8421,NPI9794007283,Merck,Januvia,Food and Beverage,39.33,2019
8422,NPI9794007283,Amgen,Repatha,Food and Beverage,6.16,2021
8423,NPI9794007283,Amgen,Repatha,Research,20463.04,2021
8424,NPI9794007283,Merck,Keytruda,Food and Beverage,41.66,2022
8425,NPI9794007283,Merck,Gardasil,Food and Beverage,5.29,2023
8426,NPI5647504811,AbbVie,Imbruvica,Research,4723.61,2021
8427,NPI4466548259,Johnson & Johnson,Stelara,Grant,41085.06,2020
8428,NPI5931459554,Johnson & Johnson,Invega,Food and Beverage,10.07,2019
8429,NPI5931459554,AbbVie,Humira,Travel and Lodging,905.08,2022
8430,NPI5931459554,Johnson & Johnson,Xarelto,Consulting Fee,3404.66,2022
8431,NPI4194208341,Johnson & Johnson,Invega,Research,7167.8,2021
8432,NPI4194208341,Johnson & Johnson,Stelara,Food and Beverage,31.06,2021
8433,NPI4194208341,Johnson & Johnson,Xarelto,Food and Beverage,5.2,2019
8434,NPI4194208341,Johnson & Johnson,Xarelto,Consulting Fee,1430.71,2021
8435,NPI7506159416,Bristol-Myers Squibb,Opdivo,Food and Beverage,51.58,2019
8436,NPI7506159416,Bristol-Myers Squibb,Revlimid,Food and Beverage,6.8,2019
8437,NPI7506159416,Bristol-Myers Squibb,Opdivo,Food and Beverage,33.24,2023
8438,NPI7506159416,Bristol-Myers Squibb,Revlimid,Travel and Lodging,1433.43,2023
8439,NPI4425966348,Pfizer,Xeljanz,Speaker Fee,749.66,2020
8440,NPI4425966348,Boehringer Ingelheim,Pradaxa,Food and Beverage,18.62,2023
8441,NPI4425966348,Pfizer,Xeljanz,Food and Beverage,12.24,2023
8442,NPI4425966348,Boehringer Ingelheim,Ofev,Food and Beverage,12.77,2022
8443,NPI4425966348,Boehringer Ingelheim,Ofev,Research,5599.88,2022
8444,NPI4425966348,Boehringer Ingelheim,Jardiance,Food and Beverage,20.87,2023
8445,NPI4425966348,Boehringer Ingelheim,Jardiance,Food and Beverage,8.13,2023
8446,NPI4425966348,Pfizer,Lyrica,Food and Beverage,56.62,2022
8447,NPI4425966348,Boehringer Ingelheim,Jardiance,Food and Beverage,19.57,2023
8448,NPI4425966348,Pfizer,Lyrica,Food and Beverage,28.62,2023
8449,NPI4425966348,Pfizer,Lyrica,Consulting Fee,1439.42,2020
8450,NPI4425966348,Pfizer,Lyrica,Consulting Fee,854.45,2023
8451,NPI4425966348,Pfizer,Lyrica,Food and Beverage,25.82,2020
8452,NPI1547621854,Boehringer Ingelheim,Ofev,Food and Beverage,5.45,2021
8453,NPI5544749953,AstraZeneca,Brilinta,Food and Beverage,13.14,2019
8454,NPI5077235028,Eli Lilly,Trulicity,Royalty or License,5264.48,2023
8455,NPI7473276915,Boehringer Ingelheim,Jardiance,Food and Beverage,11.86,2023
8456,NPI7824302037,Novartis,Entresto,Food and Beverage,60.24,2019
8457,NPI8616347769,AbbVie,Humira,Food and Beverage,18.64,2019
8458,NPI8616347769,Amgen,Repatha,Food and Beverage,5.69,2021
8459,NPI8616347769,Amgen,Otezla,Food and Beverage,15.66,2023
8460,NPI8616347769,Boehringer Ingelheim,Jardiance,Food and Beverage,14.38,2022
8461,NPI4373228086,AbbVie,Imbruvica,Food and Beverage,14.9,2021
8462,NPI3943339229,AstraZeneca,Symbicort,Food and Beverage,4.47,2020
8463,NPI3943339229,Johnson & Johnson,Xarelto,Food and Beverage,7.37,2023
8464,NPI3943339229,AstraZeneca,Symbicort,Travel and Lodging,911.66,2023
8465,NPI3943339229,Pfizer,Eliquis,Speaker Fee,687.32,2022
8466,NPI3943339229,Pfizer,Eliquis,Food and Beverage,9.97,2022
8467,NPI3943339229,AstraZeneca,Brilinta,Food and Beverage,71.54,2023
8468,NPI3943339229,Johnson & Johnson,Xarelto,Travel and Lodging,281.81,2023
8469,NPI3943339229,AstraZeneca,Symbicort,Consulting Fee,934.77,2022
8470,NPI3943339229,Johnson & Johnson,Stelara,Speaker Fee,3262.83,2023
8471,NPI3943339229,Pfizer,Lyrica,Food and Beverage,22.43,2022
8472,NPI3943339229,AstraZeneca,Farxiga,Food and Beverage,8.51,2023
8473,NPI3943339229,AstraZeneca,Brilinta,Food and Beverage,10.81,2021
8474,NPI3943339229,Pfizer,Lyrica,Food and Beverage,12.35,2023
8475,NPI3943339229,AstraZeneca,Brilinta,Food and Beverage,5.85,2023
8476,NPI3943339229,Pfizer,Eliquis,Food and Beverage,25.5,2022
8477,NPI3943339229,Pfizer,Eliquis,Food and Beverage,31.02,2022
8478,NPI3943339229,Pfizer,Xeljanz,Food and Beverage,10.75,2023
8479,NPI3943339229,Johnson & Johnson,Stelara,Consulting Fee,1511.39,2023
8480,NPI3943339229,AstraZeneca,Farxiga,Food and Beverage,32.53,2019
8481,NPI3943339229,AstraZeneca,Brilinta,Food and Beverage,21.4,2021
8482,NPI3943339229,AstraZeneca,Brilinta,Food and Beverage,8.75,2019
8483,NPI3943339229,Pfizer,Eliquis,Food and Beverage,190.6,2022
8484,NPI3943339229,Pfizer,Eliquis,Food and Beverage,16.29,2021
8485,NPI3943339229,AstraZeneca,Farxiga,Travel and Lodging,404.67,2022
8486,NPI3943339229,Pfizer,Xeljanz,Food and Beverage,10.4,2022
8487,NPI3943339229,Pfizer,Lyrica,Food and Beverage,21.04,2022
8488,NPI3943339229,AstraZeneca,Symbicort,Food and Beverage,4.15,2021
8489,NPI6236243731,Johnson & Johnson,Stelara,Education,272.25,2023
8490,NPI6686213916,AbbVie,Imbruvica,Food and Beverage,7.37,2020
8491,NPI6686213916,Merck,Januvia,Food and Beverage,75.81,2022
8492,NPI6686213916,Boehringer Ingelheim,Pradaxa,Food and Beverage,21.3,2019
8493,NPI6686213916,Boehringer Ingelheim,Pradaxa,Food and Beverage,26.67,2019
8494,NPI6686213916,AbbVie,Humira,Food and Beverage,4.27,2023
8495,NPI6686213916,Merck,Keytruda,Food and Beverage,20.08,2021
8496,NPI6686213916,Boehringer Ingelheim,Ofev,Food and Beverage,10.69,2023
8497,NPI7954237208,Bristol-Myers Squibb,Eliquis,Research,20111.7,2022
8498,NPI2710367996,Bristol-Myers Squibb,Opdivo,Food and Beverage,22.4,2023
8499,NPI2710367996,Merck,Gardasil,Consulting Fee,3313.41,2019
8500,NPI2710367996,Merck,Januvia,Food and Beverage,20.02,2019
8501,NPI2710367996,Merck,Januvia,Food and Beverage,29.66,2019
8502,NPI2710367996,Merck,Gardasil,Food and Beverage,85.92,2023
8503,NPI2710367996,Bristol-Myers Squibb,Opdivo,Food and Beverage,13.23,2022
8504,NPI2710367996,Bristol-Myers Squibb,Opdivo,Food and Beverage,18.41,2021
8505,NPI2710367996,Merck,Januvia,Food and Beverage,8.07,2022
8506,NPI6001409194,Novartis,Entresto,Consulting Fee,741.52,2020
8507,NPI6001409194,Novartis,Entresto,Food and Beverage,9.6,2023
8508,NPI6001409194,Novartis,Cosentyx,Food and Beverage,8.3,2021
8509,NPI6001409194,Novartis,Entresto,Education,754.56,2021
8510,NPI6001409194,Novartis,Cosentyx,Food and Beverage,29.27,2021
8511,NPI6001409194,Novartis,Cosentyx,Food and Beverage,8.3,2022
8512,NPI2422916100,AstraZeneca,Farxiga,Food and Beverage,12.08,2023
8513,NPI4665267453,Johnson & Johnson,Xarelto,Food and Beverage,14.02,2020
8514,NPI4665267453,Novartis,Zolgensma,Food and Beverage,14.18,2022
8515,NPI4665267453,Novartis,Cosentyx,Travel and Lodging,291.54,2019
8516,NPI4665267453,Novartis,Cosentyx,Food and Beverage,99.48,2019
8517,NPI4665267453,Novartis,Zolgensma,Research,55755.07,2023
8518,NPI4665267453,Johnson & Johnson,Stelara,Speaker Fee,1305.84,2019
8519,NPI4665267453,Novartis,Cosentyx,Research,13684.33,2019
8520,NPI4665267453,Johnson & Johnson,Stelara,Food and Beverage,10.55,2023
8521,NPI4665267453,Johnson & Johnson,Xarelto,Consulting Fee,2626.47,2023
8522,NPI4665267453,Novartis,Entresto,Food and Beverage,12.58,2019
8523,NPI4665267453,Novartis,Entresto,Food and Beverage,5.75,2020
8524,NPI4665267453,Johnson & Johnson,Stelara,Food and Beverage,5.66,2022
8525,NPI4665267453,Novartis,Zolgensma,Food and Beverage,11.63,2019
8526,NPI4665267453,Johnson & Johnson,Invega,Food and Beverage,43.59,2023
8527,NPI4665267453,Johnson & Johnson,Stelara,Travel and Lodging,374.89,2022
8528,NPI4665267453,Novartis,Entresto,Travel and Lodging,354.57,2022
8529,NPI4665267453,Novartis,Cosentyx,Food and Beverage,28.81,2023
8530,NPI4665267453,Novartis,Cosentyx,Speaker Fee,5319.95,2019
8531,NPI4665267453,Novartis,Cosentyx,Food and Beverage,23.17,2019
8532,NPI4665267453,Johnson & Johnson,Stelara,Food and Beverage,8.64,2022
8533,NPI4665267453,Novartis,Zolgensma,Food and Beverage,25.85,2023
8534,NPI4665267453,Johnson & Johnson,Invega,Education,1400.7,2021
8535,NPI4665267453,Johnson & Johnson,Xarelto,Royalty or License,5190.12,2021
8536,NPI4665267453,Novartis,Entresto,Consulting Fee,2495.29,2023
8537,NPI4665267453,Novartis,Entresto,Food and Beverage,141.0,2021
8538,NPI4665267453,Johnson & Johnson,Stelara,Food and Beverage,7.05,2021
8539,NPI4665267453,Johnson & Johnson,Stelara,Consulting Fee,2235.63,2022
8540,NPI4665267453,Novartis,Zolgensma,Food and Beverage,9.01,2023
8541,NPI4665267453,Johnson & Johnson,Xarelto,Food and Beverage,4.34,2022
8542,NPI4665267453,Johnson & Johnson,Stelara,Food and Beverage,64.72,2021
8543,NPI4665267453,Johnson & Johnson,Xarelto,Food and Beverage,28.17,2022
8544,NPI4665267453,Johnson & Johnson,Xarelto,Food and Beverage,33.19,2020
8545,NPI4665267453,Novartis,Zolgensma,Speaker Fee,473.21,2022
8546,NPI4665267453,Johnson & Johnson,Invega,Grant,76618.42,2023
8547,NPI4665267453,Novartis,Zolgensma,Grant,146625.01,2022
8548,NPI4665267453,Johnson & Johnson,Xarelto,Food and Beverage,17.87,2023
8549,NPI6975944410,Novartis,Cosentyx,Food and Beverage,9.24,2022
8550,NPI6975944410,Novartis,Entresto,Consulting Fee,1802.65,2021
8551,NPI6975944410,Bristol-Myers Squibb,Revlimid,Consulting Fee,1435.82,2023
8552,NPI6975944410,Novartis,Entresto,Consulting Fee,1430.83,2020
8553,NPI6975944410,Bristol-Myers Squibb,Opdivo,Food and Beverage,8.87,2020
8554,NPI6975944410,Bristol-Myers Squibb,Revlimid,Food and Beverage,27.09,2019
8555,NPI6975944410,Bristol-Myers Squibb,Revlimid,Food and Beverage,15.41,2020
8556,NPI6975944410,Novartis,Entresto,Speaker Fee,2842.59,2022
8557,NPI5437644474,Amgen,Enbrel,Food and Beverage,30.69,2023
8558,NPI5437644474,Amgen,Enbrel,Food and Beverage,38.58,2022
8559,NPI5437644474,Amgen,Otezla,Food and Beverage,23.37,2019
8560,NPI5437644474,Amgen,Enbrel,Food and Beverage,8.38,2021
8561,NPI5437644474,Amgen,Repatha,Food and Beverage,38.33,2023
8562,NPI5437644474,Amgen,Enbrel,Food and Beverage,25.52,2022
8563,NPI5437644474,Amgen,Enbrel,Food and Beverage,7.94,2023
8564,NPI5437644474,Amgen,Repatha,Food and Beverage,22.2,2023
8565,NPI5437644474,Amgen,Repatha,Education,643.72,2020
8566,NPI5437644474,Amgen,Repatha,Food and Beverage,3.57,2020
8567,NPI4416323829,Eli Lilly,Taltz,Consulting Fee,2178.08,2022
8568,NPI4416323829,Pfizer,Eliquis,Travel and Lodging,218.07,2019
8569,NPI4416323829,Eli Lilly,Verzenio,Food and Beverage,34.28,2021
8570,NPI4416323829,Eli Lilly,Taltz,Food and Beverage,84.48,2023
8571,NPI4416323829,Pfizer,Xeljanz,Food and Beverage,24.98,2023
8572,NPI4416323829,Eli Lilly,Taltz,Food and Beverage,18.42,2019
8573,NPI4416323829,Pfizer,Xeljanz,Speaker Fee,3448.59,2020
8574,NPI4416323829,Pfizer,Xeljanz,Food and Beverage,62.87,2022
8575,NPI4416323829,Boehringer Ingelheim,Jardiance,Food and Beverage,30.06,2019
8576,NPI5736617064,Amgen,Repatha,Food and Beverage,8.65,2021
8577,NPI3572132293,Amgen,Enbrel,Food and Beverage,46.68,2022
8578,NPI4042770231,AstraZeneca,Symbicort,Consulting Fee,3946.57,2020
8579,NPI5516243335,Novartis,Zolgensma,Food and Beverage,23.25,2020
8580,NPI5516243335,Novartis,Zolgensma,Food and Beverage,6.44,2022
8581,NPI5516243335,Novartis,Zolgensma,Consulting Fee,1064.9,2023
8582,NPI5516243335,AstraZeneca,Farxiga,Food and Beverage,14.84,2019
8583,NPI5516243335,AstraZeneca,Brilinta,Research,4246.16,2020
8584,NPI5516243335,Novartis,Zolgensma,Food and Beverage,6.36,2021
8585,NPI5516243335,AstraZeneca,Farxiga,Food and Beverage,31.26,2021
8586,NPI5516243335,Novartis,Cosentyx,Consulting Fee,1313.8,2023
8587,NPI5516243335,AstraZeneca,Symbicort,Food and Beverage,10.57,2022
8588,NPI5516243335,AstraZeneca,Farxiga,Food and Beverage,33.35,2021
8589,NPI5516243335,Novartis,Cosentyx,Travel and Lodging,255.42,2021
8590,NPI5516243335,AstraZeneca,Brilinta,Food and Beverage,6.9,2023
8591,NPI2710831235,Novartis,Entresto,Food and Beverage,1.43,2021
8592,NPI2111556315,Amgen,Otezla,Food and Beverage,6.24,2021
8593,NPI2111556315,Amgen,Otezla,Food and Beverage,42.01,2021
8594,NPI2111556315,Amgen,Otezla,Food and Beverage,16.06,2019
8595,NPI2111556315,Amgen,Enbrel,Food and Beverage,60.68,2019
8596,NPI2111556315,Amgen,Enbrel,Consulting Fee,3719.77,2022
8597,NPI2111556315,Amgen,Enbrel,Education,1074.34,2021
8598,NPI2111556315,Amgen,Otezla,Research,34797.81,2023
8599,NPI2111556315,Amgen,Otezla,Food and Beverage,16.47,2022
8600,NPI2111556315,Amgen,Enbrel,Education,2230.31,2023
8601,NPI2111556315,Amgen,Otezla,Food and Beverage,2.45,2022
8602,NPI2111556315,Amgen,Repatha,Speaker Fee,6320.25,2019
8603,NPI6924162751,Pfizer,Lyrica,Travel and Lodging,1028.01,2021
8604,NPI6924162751,Pfizer,Eliquis,Food and Beverage,17.53,2023
8605,NPI6924162751,Pfizer,Xeljanz,Food and Beverage,37.08,2019
8606,NPI6924162751,Pfizer,Eliquis,Food and Beverage,14.46,2019
8607,NPI1300622167,Amgen,Enbrel,Travel and Lodging,216.41,2023
8608,NPI1300622167,Amgen,Otezla,Food and Beverage,14.21,2021
8609,NPI6169340533,Merck,Gardasil,Research,3507.63,2020
8610,NPI6169340533,Johnson & Johnson,Invega,Food and Beverage,5.0,2020
8611,NPI6169340533,Merck,Keytruda,Consulting Fee,423.96,2022
8612,NPI6169340533,Merck,Keytruda,Food and Beverage,14.89,2021
8613,NPI6169340533,Johnson & Johnson,Invega,Food and Beverage,19.02,2022
8614,NPI6169340533,Johnson & Johnson,Stelara,Food and Beverage,9.65,2022
8615,NPI6169340533,Johnson & Johnson,Xarelto,Food and Beverage,42.37,2022
8616,NPI6169340533,Merck,Gardasil,Food and Beverage,25.78,2022
8617,NPI6024959980,Johnson & Johnson,Invega,Food and Beverage,21.89,2023
8618,NPI6024959980,Bristol-Myers Squibb,Revlimid,Food and Beverage,15.83,2021
8619,NPI6024959980,Johnson & Johnson,Stelara,Speaker Fee,1139.3,2023
8620,NPI8751178398,AbbVie,Imbruvica,Food and Beverage,28.57,2023
8621,NPI8751178398,AstraZeneca,Brilinta,Research,26973.75,2021
8622,NPI8751178398,Pfizer,Xeljanz,Speaker Fee,1260.74,2023
8623,NPI8751178398,AstraZeneca,Symbicort,Travel and Lodging,231.48,2023
8624,NPI8751178398,AbbVie,Rinvoq,Education,303.53,2021
8625,NPI8751178398,AstraZeneca,Brilinta,Food and Beverage,22.2,2020
8626,NPI8751178398,AbbVie,Rinvoq,Food and Beverage,9.48,2020
8627,NPI8751178398,AbbVie,Imbruvica,Food and Beverage,12.15,2020
8628,NPI6579736124,Merck,Keytruda,Food and Beverage,23.93,2021
8629,NPI6579736124,Pfizer,Xeljanz,Food and Beverage,5.05,2023
8630,NPI6579736124,Eli Lilly,Trulicity,Speaker Fee,3178.33,2022
8631,NPI7702220523,Bristol-Myers Squibb,Opdivo,Food and Beverage,37.0,2020
8632,NPI7702220523,Bristol-Myers Squibb,Opdivo,Food and Beverage,10.6,2022
8633,NPI7702220523,Bristol-Myers Squibb,Revlimid,Food and Beverage,6.21,2022
8634,NPI7702220523,Bristol-Myers Squibb,Opdivo,Food and Beverage,11.03,2023
8635,NPI7702220523,Bristol-Myers Squibb,Eliquis,Food and Beverage,7.52,2020
8636,NPI7702220523,Bristol-Myers Squibb,Revlimid,Travel and Lodging,529.52,2021
8637,NPI7702220523,Boehringer Ingelheim,Ofev,Food and Beverage,19.22,2022
8638,NPI5445289954,Merck,Januvia,Food and Beverage,10.5,2019
8639,NPI5445289954,AstraZeneca,Farxiga,Food and Beverage,25.81,2023
8640,NPI5445289954,AstraZeneca,Symbicort,Food and Beverage,56.16,2021
8641,NPI5445289954,AstraZeneca,Symbicort,Speaker Fee,2189.48,2021
8642,NPI5445289954,AstraZeneca,Farxiga,Speaker Fee,4907.61,2019
8643,NPI5445289954,Merck,Januvia,Speaker Fee,1557.91,2022
8644,NPI5445289954,AstraZeneca,Symbicort,Food and Beverage,12.23,2020
8645,NPI6565621940,AstraZeneca,Symbicort,Food and Beverage,29.36,2019
8646,NPI6565621940,AstraZeneca,Brilinta,Food and Beverage,41.62,2020
8647,NPI6565621940,Novartis,Cosentyx,Food and Beverage,17.97,2020
8648,NPI6565621940,AstraZeneca,Brilinta,Consulting Fee,4633.1,2022
8649,NPI6565621940,Novartis,Zolgensma,Food and Beverage,4.95,2019
8650,NPI6565621940,AstraZeneca,Farxiga,Food and Beverage,25.56,2022
8651,NPI6565621940,AstraZeneca,Symbicort,Food and Beverage,6.27,2020
8652,NPI6565621940,AbbVie,Imbruvica,Food and Beverage,21.72,2021
8653,NPI6565621940,AstraZeneca,Symbicort,Consulting Fee,3338.38,2022
8654,NPI6565621940,AbbVie,Imbruvica,Travel and Lodging,937.04,2022
8655,NPI6565621940,AbbVie,Imbruvica,Food and Beverage,17.22,2021
8656,NPI6565621940,AbbVie,Rinvoq,Consulting Fee,861.06,2022
8657,NPI3317229038,Pfizer,Eliquis,Food and Beverage,24.2,2019
8658,NPI3317229038,Amgen,Otezla,Travel and Lodging,1863.35,2020
8659,NPI3317229038,Bristol-Myers Squibb,Revlimid,Food and Beverage,5.22,2019
8660,NPI3317229038,Pfizer,Xeljanz,Food and Beverage,8.69,2023
8661,NPI3317229038,Amgen,Enbrel,Food and Beverage,13.08,2022
8662,NPI3317229038,Bristol-Myers Squibb,Eliquis,Food and Beverage,13.47,2020
8663,NPI3317229038,Amgen,Otezla,Food and Beverage,87.42,2020
